Regno,Compound,Chemotype,Smiles,>90,>80,>70,AAK1,ABL1-nonphosphorylated,ABL1-phosphorylated,ABL2,ACVR1,ACVR1B,ACVR2A,ACVR2B,ACVRL1,ADCK3,ADCK4,AKT1,AKT2,AKT3,ALK,AMPK-alpha1,AMPK-alpha2,ANKK1,ARK5,ASK1,ASK2,AURKA,AURKB,AURKC,AXL,BIKE,BLK,BMPR1A,BMPR1B,BMPR2,BMX,BRAF,BRK,BRSK1,BRSK2,BTK,BUB1,CAMK1,CAMK1B,CAMK1D,CAMK1G,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CASK,CDC2L1,CDC2L2,CDC2L5,CDK11,CDK2,CDK3,CDK4,CDK4-cyclinD1,CDK4-cyclinD3,CDK5,CDK7,CDK8,CDK9,CDKL1,CDKL2,CDKL3,CDKL5,CHEK1,CHEK2,CIT,CLK1,CLK2,CLK3,CLK4,CSF1R,CSF1R-autoinhibited,CSK,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,CSNK2A1,CSNK2A2,CTK,DAPK1,DAPK2,DAPK3,DCAMKL1,DCAMKL2,DCAMKL3,DDR1,DDR2,DLK,DMPK,DMPK2,DRAK1,DRAK2,DYRK1A,DYRK1B,DYRK2,EGFR,EIF2AK1,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,ERBB2,ERBB3,ERBB4,ERK1,ERK2,ERK3,ERK4,ERK5,ERK8,ERN1,FAK,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3-autoinhibited,FLT4,FRK,FYN,GAK,"GCN2(Kin.Dom.2,S808G)",GRK1,GRK2,GRK3,GRK4,GRK7,GSK3A,GSK3B,HASPIN,HCK,HIPK1,HIPK2,HIPK3,HIPK4,HPK1,HUNK,ICK,IGF1R,IKK-alpha,IKK-beta,IKK-epsilon,INSR,INSRR,IRAK1,IRAK3,IRAK4,ITK,JAK1(JH1domain-catalytic),JAK1(JH2domain-pseudokinase),JAK2(JH1domain-catalytic),JAK3(JH1domain-catalytic),JNK1,JNK2,JNK3,KIT,KIT-autoinhibited,LATS1,LATS2,LCK,LIMK1,LIMK2,LKB1,LOK,LRRK2,LTK,LYN,LZK,MAK,MAP3K1,MAP3K15,MAP3K2,MAP3K3,MAP3K4,MAP4K2,MAP4K3,MAP4K4,MAP4K5,MAPKAPK2,MAPKAPK5,MARK1,MARK2,MARK3,MARK4,MAST1,MEK1,MEK2,MEK3,MEK4,MEK5,MEK6,MELK,MERTK,MET,MINK,MKK7,MKNK1,MKNK2,MLCK,MLK1,MLK2,MLK3,MRCKA,MRCKB,MST1,MST1R,MST2,MST3,MST4,MTOR,MUSK,MYLK,MYLK2,MYLK4,MYO3A,MYO3B,NDR1,NDR2,NEK1,NEK10,NEK11,NEK2,NEK3,NEK4,NEK5,NEK6,NEK7,NEK9,NIK,NIM1,NLK,OSR1,PAK1,PAK2,PAK3,PAK4,PAK6,PAK7,PCTK1,PCTK2,PCTK3,PDGFRA,PDGFRB,PDPK1,PFTAIRE2,PFTK1,PHKG1,PHKG2,PIK3C2B,PIK3C2G,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK4CB,PIKFYVE,PIM1,PIM2,PIM3,PIP5K1A,PIP5K1C,PIP5K2B,PIP5K2C,PKAC-alpha,PKAC-beta,PKMYT1,PKN1,PKN2,PLK1,PLK2,PLK3,PLK4,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKR,PRKX,PRP4,PYK2,QSK,RAF1,RET,RIOK1,RIOK2,RIOK3,RIPK1,RIPK2,RIPK4,RIPK5,ROCK1,ROCK2,ROS1,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5(Kin.Dom.2-C-terminal),RSK1(Kin.Dom.1-N-terminal),RSK1(Kin.Dom.2-C-terminal),RSK2(Kin.Dom.1-N-terminal),RSK2(Kin.Dom.2-C-terminal),RSK3(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.2-C-terminal),RSK4(Kin.Dom.1-N-terminal),RSK4(Kin.Dom.2-C-terminal),S6K1,SBK1,SGK,SGK2,SGK3,SIK,SIK2,SLK,SNARK,SNRK,SRC,SRMS,SRPK1,SRPK2,SRPK3,STK16,STK33,STK35,STK36,STK39,SYK,SgK110,TAK1,TAOK1,TAOK2,TAOK3,TBK1,TEC,TESK1,TGFBR1,TGFBR2,TIE1,TIE2,TLK1,TLK2,TNIK,TNK1,TNK2,TNNI3K,TRKA,TRKB,TRKC,TRPM6,TSSK1B,TSSK3,TTK,TXK,TYK2(JH1domain-catalytic),TYK2(JH2domain-pseudokinase),TYRO3,ULK1,ULK2,ULK3,VEGFR2,VPS34,VRK2,WEE1,WEE2,WNK1,WNK2,WNK3,WNK4,YANK1,YANK2,YANK3,YES,YSK1,YSK4,ZAK,ZAP70,p38-alpha,p38-beta,p38-delta,p38-gamma
SB-317658,UNC10225216A,3-anilino-4-aryl maleimide,CSc1ccc(NC2=C(C(=O)NC2=O)c2ccc(Cl)cc2)cc1,0,0,0,0,0,0,0,0,13,15,0,23,1,0,9,8,10,0,23,30,3,0,0,25,32,9,2,10,0,0,6,0,0,11,0,1,0,0,0,0,19,61,13,0,4,0,18,1,12,0,0,0,0,2,0,0,6,18,12,0,0,28,36,0,0,0,0,0,0,0,13,0,17,26,0,19,30,0,21,20,0,1,6,0,15,0,0,25,19,0,0,0,0,2,12,0,5,0,8,10,12,0,1,17,22,6,0,32,0,0,28,31,26,0,5,0,6,21,11,0,0,0,0,9,29,11,0,0,13,47,7,0,29,0,9,6,0,29,5,1,5,3,0,4,12,0,2,21,12,5,26,37,0,0,32,2,3,7,6,9,4,19,3,0,0,10,4,30,0,0,0,0,0,0,0,0,0,19,3,29,0,8,0,0,11,1,54,29,43,27,26,0,37,0,0,1,29,37,12,1,16,17,1,0,3,0,28,21,23,3,6,0,0,22,3,0,0,0,0,0,14,0,29,0,4,0,0,0,29,33,45,0,6,0,34,0,10,24,18,20,9,9,4,14,28,0,0,0,29,33,0,1,21,0,0,6,2,28,36,2,29,0,0,0,0,3,31,17,4,8,0,0,0,15,0,24,54,0,27,0,1,0,12,0,0,43,0,16,16,10,7,9,4,6,0,30,4,0,2,8,0,17,0,0,6,0,0,0,0,0,0,13,7,3,0,20,0,0,16,7,38,0,3,28,0,2,30,6,0,11,0,0,0,5,0,0,29,0,0,0,25,9,8,12,0,17,3,0,7,9,24,0,0,15,0,3,0,39,18,0,0,0,0,20,38,23,42,17,8,18,0,41,0,2,5,0,0,0,3,0,6,23,0,0,0,19,0,12,0,22,13,5,0,20,24,4,0,0,2,33,0,0,21,28,0,0,12,11,0
GSK1660450,UNC10225217A,5-Ar-indazole,Cc1n[nH]c2cnc(cc12)-c1cc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c(N)nc1-c1ccoc1C,71,86,110,68,16,52,51,0,0,0,0,0,16,21,97.4,99.5,89,3,0,0,0,20,0,26,0,0,51,0,74,23,0,0,0,8,30,3,24,7,0,49,23,35,96.2,44,46,47,44,48,0,60,77,15,0,0,0,0,0,12,0,0,0,0,75,0,22,0,17,0,47,9,0,99.4,99.5,97.5,80,97.6,18,0,0,94.8,71,96.6,99.7,79,74,83,76,48,11,64,69,59,24,19,56,10,0,13,99.1,86,0,0,100,91.6,92.1,97.2,12,16,13,30,14,0,32,3,24,24,0,23,11,0,79,0,56,0,0,2,0,0,96.6,16,0,6,0,49,4,0,0,91.6,31,0,0,25,75,87,87,0,74,0,0,49,87,95.7,97.9,71,14,97.2,99.1,98.8,79,90.6,0,68,0,0,9,0,0,0,12,12,1,13,0,0,19,0,0,5,0,12,0,100,93,98.5,0,0,0,56,36,28,0,0,23,21,20,97,99.1,0,99.4,99.4,99.3,99.6,0,0,70,71,71,57,19,0,0,39,0,77,0,35,31,0,97.5,0,0,7,2,29,0,22,78,97.6,96.8,0,78,91.2,94.9,15,9,37,29,9,69,28,11,0,46,6,0,6,0,0,29,0,100,67,78,74,17,13,97.8,86,75,0,11,9,10,0,0,0,49,0,100,45,84,11,0,7,0,0,10,0,0,0,97.3,99.2,97.7,65,42,11,0,99.9,99.3,24,63,22,57,65,52,0,100,99.6,95.7,34,100,93.3,97.4,100,78,96.2,0,79,0,0,90.4,0,23,87,16,59,0,10,4,0,93.7,82,4,7,0,72,0,26,18,98.1,24,87,0,99.1,0,89,3,20,15,84,92.4,90.3,96.7,96.9,0,95.6,0,71,0,56,3,84,28,67,4,0,0,97.2,99.6,89,99.6,6,0,10,0,0,28,2,0,0,95.7,27,10,20,3,0,0,22,20,5,32,43,3,0,0,33,22,11,0,18,90.1,0,15,0,5,0,0,96.6,95.2,93.1,40,57,99.7,31,0,13,0,22,24
GSK1379720,UNC10225218A,2-anilino-4-pyrrolidinopyrimidine,Cc1ccc(C)c(NC(=O)NC2CCN(C2)c2ccnc(Nc3ccc(F)cc3)n2)c1,0,0,1,6,0,0,7,14,0,0,0,0,0,48,0,19,0,28,7,0,0,0,0,0,0,48,76,0,23,24,0,0,21,0,0,21,0,0,0,49,2,0,6,11,0,0,19,4,0,0,0,9,0,0,0,57,0,10,35,37,0,0,0,21,0,1,35,0,0,0,0,0,23,0,0,0,0,25,0,0,0,6,11,0,15,12,0,0,0,0,0,0,6,0,3,0,25,0,0,0,10,0,10,0,8,0,0,18,0,0,0,0,0,0,0,0,16,8,6,24,43,11,47,35,0,0,12,0,0,3,0,2,0,0,14,2,5,24,9,0,0,0,14,27,0,0,0,0,60,7,0,0,0,44,0,0,10,0,0,45,0,0,25,32,18,3,0,0,40,0,20,5,12,0,0,0,45,10,0,14,0,12,0,0,9,0,2,0,0,17,4,41,6,0,0,0,0,18,0,0,0,0,23,0,0,0,0,0,35,0,0,0,4,50,0,0,21,0,0,0,0,0,22,0,0,0,11,6,0,38,0,0,0,15,5,2,0,0,5,0,0,0,0,9,15,0,8,27,4,0,0,0,22,43,4,0,4,2,14,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,65,38,47,0,0,5,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,4,51,19,13,14,0,23,0,0,0,0,6,0,0,29,0,8,0,0,22,13,0,3,0,0,0,0,6,8,1,0,2,0,0,0,0,0,0,0,0,24,49,0,0,0,0,5,10,16,11,0,0,0,0,0,2,28,12,0,0,0,0,0,0,0,21,4,0,51,65,14,0,15,13,16,36,48,0,0,0,10,0,0,45,4,0,5,0,43,48,0,0,28,9,0,29,15,0,11,0,45,16
GW560116,UNC10225220A,4-anilinoquinoline,Fc1cc(Cl)ccc1Nc1ccnc2cc(ccc12)-c1ccc(CN2CCCCC2)o1,7,9,10,1,47,49,14,5,0,0,52,0,0,38,0,0,0,4,0,0,0,0,0,0,95.7,0,0,0,0,55,0,0,0,0,0,14,2,0,0,26,3,0,8,0,0,0,8,26,0,4,22,2,0,20,0,0,0,5,35,4,0,0,0,28,0,0,2,0,0,0,35,63,11,0,0,27,20,0,0,0,1,7,46,11,0,23,0,94.6,0,1,0,25,0,14,0,27,36,36,0,0,33,0,0,0,9,27,0,43,6,33,0,0,24,0,30,12,10,0,12,51,1,31,4,0,0,0,8,0,0,0,0,5,0,0,0,0,0,31,15,0,0,0,4,18,35,0,0,0,18,0,0,0,0,32,0,0,0,1,0,14,9,0,24,0,0,20,0,0,22,0,0,2,11,0,24,0,0,1,0,61,0,3,0,35,0,0,0,0,0,8,0,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,100,0,32,83,2,9,0,0,19,0,0,11,0,0,0,0,6,3,0,16,0,15,0,0,0,11,27,5,31,0,9,18,0,5,4,0,0,0,4,0,0,0,10,0,16,0,2,5,0,0,0,16,0,0,27,65,94.8,100,0,18,0,0,0,0,0,0,0,0,0,0,13,0,0,0,57,5,71,100,0,0,0,0,0,0,0,51,0,5,0,0,0,0,0,0,0,0,0,0,21,0,29,8,22,12,0,0,8,61,0,0,31,24,2,0,0,0,8,0,26,0,25,0,24,0,88,29,2,3,0,0,9,22,0,0,0,90.8,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,14,5,19,0,0,0,0,0,0,10,0,2,0,4,19,12,0,0,8,0,23,27,18,0,0,0,0,6,22,38,0,4,0,0,34,49,0,0,0,1,17,5,0,0,36,0,40,9
SB-284852,UNC10225221A,4-pyrimidinyl_ortho-aryl_azoles,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1ccc(C)c(Oc2nccc(n2)-c2c(ncn2C2CCNCC2)-c2ccc(F)cc2)c1,14,18,17,0,53,14,13,0,20,100,14,25,17,19,22,0,7,0,19,3,0,0,1,0,0,8,47,0,17,1,0,9,0,0,0,13,0,3,0,0,0,0,18,0,0,7,5,10,35,99.7,16,0,0,0,7,0,0,23,0,9,0,0,0,52,0,54,37,0,0,0,0,93.7,4,0,1,0,0,0,0,86,37,95.2,97,97.6,21,29,0,1,0,0,0,0,23,0,23,2,8,0,4,94.8,0,10,0,13,0,47,0,31,22,0,16,7,10,0,7,7,18,15,52,0,90,17,0,0,19,0,0,0,7,0,6,0,12,10,0,3,3,60,12,6,0,0,7,33,97.7,0,0,0,0,0,0,39,0,3,9,43,0,0,33,21,45,0,0,0,0,0,0,0,6,0,0,15,0,3,1,0,2,21,0,1,0,0,0,19,1,0,0,21,0,17,7,0,0,0,0,0,16,17,0,0,100,100,0,0,3,0,23,36,0,4,39,0,0,0,0,15,9,0,44,0,2,0,0,6,1,0,97.5,59,0,0,25,16,0,8,0,17,0,0,8,15,51,0,0,0,0,97.4,28,0,0,7,0,0,0,0,49,0,0,2,0,0,2,0,0,3,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,2,0,24,0,15,23,0,28,10,33,1,0,32,18,0,11,0,14,1,0,46,30,7,6,2,6,24,0,0,0,96.5,0,0,0,39,0,28,0,38,0,0,0,0,0,17,5,3,6,7,0,0,30,18,6,0,0,0,0,0,7,8,34,0,17,0,0,4,0,0,22,10,0,1,0,11,0,15,7,0,0,27,0,40,10,26,0,3,0,17,0,0,28,15,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,14,0,1,0,0,80,87,41,1,0,15,16,0,99.9,89,2,36
GSK1653537,UNC10225222A,2-anilino-4-piperidinopyrimidine,OC(=O)C(F)(F)F.Cc1cc(nc(Nc2cccc(c2)C#N)n1)N1CCC(CC1)NS(=O)(=O)c1ccc(F)cc1,1,1,2,9,0,0,2,0,0,0,0,0,0,0,0,20,0,7,0,20,3,15,0,3,0,0,18,7,21,25,0,0,0,14,0,21,7,0,0,0,16,0,8,0,0,0,3,1,0,5,0,0,0,0,0,0,4,0,5,0,0,0,0,10,0,0,24,0,0,4,0,0,14,0,0,25,0,0,0,25,35,27,52,27,5,15,1,11,0,0,0,2,0,0,0,0,7,47,0,0,3,0,32,97.7,5,50,0,1,0,0,7,0,5,6,19,15,0,1,13,8,13,0,0,0,0,7,0,0,31,0,0,18,26,6,0,16,0,26,35,4,0,0,8,19,0,6,0,0,16,22,0,0,0,0,0,0,47,0,0,43,25,0,0,12,2,7,0,0,0,0,4,1,7,0,6,0,16,17,0,0,0,0,0,10,0,0,0,0,20,5,0,0,17,7,3,60,0,40,0,0,5,3,23,0,0,0,0,9,0,0,0,0,78,19,62,5,39,0,0,0,7,3,0,12,0,15,0,0,8,17,0,7,0,6,8,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,18,35,6,0,19,6,0,0,0,0,0,18,0,0,15,10,9,17,0,0,6,0,2,0,15,10,0,25,9,0,0,0,6,4,3,0,0,23,0,5,0,0,0,3,0,27,12,19,35,31,43,3,0,0,0,3,37,9,0,29,45,0,25,57,0,4,0,0,0,7,0,0,28,0,7,0,3,20,18,0,62,10,0,0,0,0,0,0,0,13,0,0,5,0,15,0,18,0,0,0,0,1,19,6,0,0,0,0,1,0,9,0,11,3,0,5,0,0,0,11,0,0,0,0,0,27,8,1,0,0,2,0,0,0,4,0,0,0,10,15,6,13,2,0,2,1,29,0,22,0,0,0,0,0,8,0
GW680903,UNC10225223A,2-aminobenzimidazole,COC(=O)Nc1nc2ccc(Oc3ccc(CC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2[nH]1,14,16,18,4,35,0,34,9,0,0,0,0,19,42,0,0,0,36,0,0,1,7,3,0,0,60,52,23,3,32,6,0,1,16,45,20,1,0,0,63,2,30,0,0,0,0,1,12,0,0,9,0,0,8,0,0,0,11,10,27,4,0,0,0,0,2,14,0,0,0,20,68,24,0,0,3,71,50,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,0,100,97.4,30,0,0,54,0,13,8,0,30,3,12,54,100,21,0,34,9,64,32,26,9,20,22,30,12,7,0,0,0,7,0,0,0,0,0,0,0,6,8,4,10,93,99.3,20,72,19,37,0,2,0,0,66,0,0,5,0,0,0,0,0,0,0,60,15,0,0,7,1,0,0,0,26,0,14,14,6,0,7,0,1,6,0,100,8,12,0,22,1,7,0,78,33,0,7,28,37,0,0,0,0,8,0,0,0,0,20,0,0,100,5,0,0,0,0,0,29,31,0,0,44,0,0,8,13,3,0,0,0,0,39,0,0,34,0,4,0,26,95.5,10,0,0,12,0,0,0,0,21,0,0,6,14,13,0,0,45,25,26,22,3,19,22,15,0,0,97.7,0,0,30,98.5,100,0,0,14,0,0,0,0,0,0,0,0,0,5,19,0,0,7,37,2,31,0,0,0,0,0,0,0,0,0,0,9,0,17,0,0,0,18,0,0,0,2,32,0,0,86,97.7,0,0,8,84,48,8,0,31,12,0,0,0,1,0,65,4,0,5,4,0,0,9,9,10,0,4,0,0,0,2,0,0,0,0,31,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,17,17,0,94,36,14,0,0,0,17,70,0,37,49,16,0,24,0,8,23,24,0,0,0,0,63,0,13,1,0,0,4,21,48,9,0,0,8,3,42,91.6,38,6,0,47,0
GW819776,UNC10225224A,4-pyrimidinyl-azoles,Cc1ccc2c(cnn2n1)-c1ccnc(Nc2ccc(cc2)C(F)(F)F)n1,3,8,17,12,36,28,1,0,11,0,0,0,5,35,0,0,0,0,11,8,0,0,0,0,11,32,4,0,12,0,13,0,32,0,0,4,0,14,0,6,0,0,0,0,0,0,0,0,0,19,0,21,0,0,0,0,15,13,16,0,0,0,47,36,23,39,69,77,61,0,0,19,83,72,31,67,11,0,0,7,0,31,19,0,14,0,18,35,24,19,0,25,34,0,0,0,4,0,0,9,37,13,37,65,29,0,0,0,0,0,8,1,8,0,6,14,0,7,0,14,0,0,5,19,3,22,0,0,99.4,17,13,18,10,5,0,0,6,4,0,59,0,0,20,9,0,3,28,0,3,21,0,74,36,12,30,89,80,79,43,0,0,66,7,38,10,0,14,1,73,4,0,10,4,57,29,0,91.5,53,78,78,34,0,0,10,2,0,24,16,0,28,1,0,20,0,10,20,0,0,0,0,0,0,0,0,17,0,0,32,41,32,40,90.7,63,33,13,0,26,5,18,0,0,0,0,7,35,3,0,16,13,0,39,0,0,0,7,19,9,23,0,0,37,10,0,31,0,0,78,9,84,0,2,6,10,3,24,0,1,50,18,0,0,0,6,12,0,0,45,0,12,0,18,0,0,0,2,0,0,48,33,23,10,0,0,15,0,0,82,14,20,0,0,0,25,15,33,9,5,0,0,22,0,0,0,0,8,0,0,0,0,16,14,15,0,17,84,22,29,17,10,27,54,0,41,28,0,0,0,19,8,53,0,0,7,23,0,29,8,9,0,0,0,2,21,0,0,0,28,14,0,26,48,52,0,9,6,42,20,2,1,23,0,48,9,0,21,60,0,6,18,17,9,13,0,3,0,0,0,43,0,0,38,0,5,69,0,0,0,21,0,48,31,6,0,3,0,0,0,0,0,0,0,0,43,0,15,0,0,0,44
GSK2328680,UNC10225225A,morpholino-imidazo-pyrimidinones,Cc1c(C)n2c(nc(cc2=O)N2CCOCC2)n1Cc1cccc(c1C)C(F)(F)F,4,5,6,0,0,0,11,0,20,0,0,0,2,14,0,0,0,3,0,2,0,0,2,0,0,0,0,0,2,29,6,0,5,14,0,6,0,0,0,2,7,0,5,2,0,0,0,15,0,0,10,16,0,14,0,0,2,7,0,0,0,0,0,34,0,100,6,0,0,0,8,19,22,0,6,21,0,14,0,0,10,24,20,0,0,21,2,5,0,0,0,3,0,21,5,0,11,14,0,0,7,0,4,2,6,11,0,20,17,0,1,0,0,4,7,0,0,2,14,0,0,16,4,0,0,8,0,0,8,9,0,15,0,0,41,6,0,20,8,0,0,0,6,2,8,0,9,0,0,0,0,13,11,0,0,0,0,13,0,33,0,0,0,7,0,0,0,52,0,0,0,15,0,0,0,0,50,0,0,9,0,86,1,18,8,4,18,0,0,0,0,0,16,16,0,0,0,9,0,0,0,0,16,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,6,2,12,0,6,0,32,45,14,7,0,0,0,0,2,0,0,5,8,0,19,0,0,0,12,9,11,12,11,0,0,0,19,0,0,0,0,31,0,16,0,8,10,0,0,4,0,20,99.1,80,4,0,0,1,0,0,9,44,20,7,0,0,17,0,0,0,100,0,0,0,0,23,0,8,0,18,8,5,91.2,0,0,23,10,6,13,4,11,11,0,17,11,0,67,11,10,19,1,0,16,0,0,0,0,2,7,0,0,5,0,22,16,0,0,0,0,22,0,0,0,0,6,45,2,0,65,0,0,0,32,0,0,0,0,0,9,5,22,9,0,54,0,0,0,0,0,13,0,12,0,21,0,11,7,0,20,5,4,0,9,0,14,0,20,0,9,14,0,0,0,0,6,0,0,7,14,0,16,0,21,0,33,0
GW835314,UNC10225226A,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,CN(C)CCOc1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,10,21,28,15,91.5,88,34,45,95.6,25,53,13,36,0,9,0,0,5,34,0,14,0,5,24,0,5,12,49,4,14,13,74,69,32,16,9,24,26,0,0,12,0,10,7,0,0,24,0,0,25,2,29,2,9,0,13,1,16,45,0,17,0,16,2,0,25,0,12,1,0,4,45,70,0,5,18,6,0,88,11,3,25,31,14,9,65,0,3,48,13,0,0,0,1,1,0,0,8,0,0,18,9,1,22,17,28,93.7,18,10,18,90,5,84,8,14,2,11,59,8,8,0,43,0,2,12,0,0,0,0,23,1,19,0,47,17,31,8,7,0,59,35,11,10,15,75,0,17,0,12,3,0,0,7,0,19,0,0,16,100,0,0,35,8,0,0,0,23,14,9,18,12,15,0,21,8,0,31,57,65,38,0,31,0,79,14,2,0,21,0,47,18,0,30,24,12,14,9,19,27,3,80,24,0,0,13,18,5,38,5,0,18,11,29,30,0,11,0,2,89,13,0,13,0,14,6,19,0,0,25,0,0,6,24,0,9,15,0,0,0,30,14,0,0,0,25,3,33,0,0,10,8,11,44,10,0,0,0,0,24,0,90,4,3,7,2,29,20,15,19,1,47,0,0,5,0,11,2,0,36,0,13,0,0,0,16,26,8,10,0,0,100,3,42,21,0,2,23,11,8,14,100,89,96.1,91.5,0,12,0,0,0,0,9,28,36,0,2,8,0,78,16,14,9,18,21,0,17,8,1,0,40,21,16,84,10,19,89,8,21,8,9,23,21,15,36,19,80,20,0,0,0,19,75,0,0,47,0,26,0,26,23,0,0,18,13,15,99,96.6,0,14,26,0,82,41,58,12,0,0,32,2,0,0,0,8,31,21,8,0,31,4,6,0,0,0,11,9,13,0,0,89,0,0,55,0,28,60,11,16,4,0,27
SB-284851,UNC10225227A,4-pyrimidinyl_ortho-aryl_azoles,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1cc(C)cc(Oc2nccc(n2)-c2c(ncn2C2CCNCC2)-c2ccc(F)cc2)c1,4,8,11,13,45,35,1,0,0,0,14,0,20,0,15,0,0,19,0,5,0,53,1,0,0,14,8,0,15,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,7,0,27,17,0,7,18,8,4,16,0,0,25,0,0,0,74,0,34,28,2,0,0,0,87,0,0,0,0,0,0,6,59,0,90.1,70,13,39,21,0,0,0,0,22,16,33,0,6,0,39,0,0,79,0,15,0,6,0,26,0,17,0,0,1,0,2,16,23,9,10,12,3,0,85,55,27,0,0,0,0,1,13,0,31,0,5,3,18,14,9,2,30,0,0,5,0,3,6,72,15,0,0,9,0,0,0,15,18,50,0,0,13,43,49,0,0,0,0,0,0,0,0,10,0,4,86,0,0,29,20,0,0,0,0,0,0,20,5,0,0,0,0,15,0,0,27,0,0,0,7,23,0,0,20,36,5,0,0,0,49,33,19,0,23,12,0,10,0,0,4,13,33,0,0,0,0,8,8,17,42,0,6,0,1,0,0,7,0,8,0,0,15,13,0,3,0,0,0,7,35,0,3,27,0,0,0,4,23,0,0,0,0,4,16,0,0,0,0,0,0,14,0,0,0,15,0,0,0,0,0,0,0,17,90.6,20,0,0,33,0,19,12,34,0,0,0,14,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,34,22,0,37,0,35,0,32,0,39,0,0,0,0,0,0,0,0,17,0,0,12,49,0,4,0,0,0,0,0,0,0,19,13,17,0,0,6,5,3,76,25,16,0,0,0,0,27,0,0,0,38,0,49,16,28,20,0,0,14,0,0,22,10,0,0,0,0,0,0,0,0,12,21,0,6,0,0,0,19,0,9,0,14,0,0,0,0,0,56,88,0,0,0,0,15,1,98.8,34,0,52
GSK1398473,UNC10225228A,Biphenylamide,Cc1ccc(C)c(NC(=O)Nc2ccc(C)c(c2)-c2ccc(cc2)C(=O)Nc2ccncc2)c1,7,13,15,11,0,0,14,18,0,0,3,0,14,25,0,0,0,38,15,0,0,17,0,0,0,21,22,90,13,0,0,0,0,0,62,25,0,0,0,4,8,27,13,0,0,0,0,25,0,12,27,0,0,5,0,74,0,0,0,0,2,2,0,4,0,0,42,0,24,22,0,96.1,24,0,3,0,89,0,0,0,11,0,30,3,15,32,15,0,0,26,0,2,13,0,13,99.8,72,0,4,1,0,0,36,25,10,35,0,0,19,0,29,15,16,3,46,23,32,12,14,0,0,0,44,0,16,9,28,0,0,0,0,13,0,0,0,10,3,16,48,91.8,0,39,50,25,0,0,0,0,9,0,0,0,12,0,92.4,0,0,12,0,36,0,8,0,0,8,0,0,0,5,1,19,13,0,0,0,0,15,14,6,99.9,0,3,0,47,25,2,0,0,0,0,17,0,65,9,83,30,0,43,0,2,9,5,5,0,0,0,0,3,0,0,0,0,26,3,0,81,22,0,6,0,0,4,0,0,0,0,24,21,0,26,34,0,0,17,0,0,0,0,0,0,29,0,0,18,0,1,5,0,8,1,0,7,4,1,50,2,21,15,15,0,0,0,13,0,23,80,100,2,12,14,0,0,0,0,0,0,0,0,8,0,16,0,1,0,0,8,2,27,20,17,26,0,0,0,0,0,0,4,10,0,32,8,3,38,31,0,14,20,0,0,8,89,23,38,48,0,42,8,11,7,0,0,0,37,0,4,14,0,0,37,18,27,3,0,18,3,14,0,0,8,3,0,17,0,5,8,0,26,0,0,8,3,6,2,5,17,20,0,0,0,0,2,5,20,11,0,0,0,0,0,0,7,36,59,0,0,0,2,17,2,13,25,0,4,20,10,0,15,3,0,0,12,12,17,97.6,11,17,7,0,15,29,0,87,70,0,0,0,38,0
